Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2014-07-28	7:43 AM	Run	Easy	3.01	Mile	0:34:53.57	130.0	lb		162	180					Humid,PartlyCloudy	76	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-07-29	7:44 AM	Run	Long	2.80	Mile	0:35:18.11	130.0	lb		177	193					Sunny,Humid	74	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-08-05	7:46 AM	Run	Long	3.96	Mile	0:46:18.63	130.0	lb								Humid,PartlyCloudy	75	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-08-07	7:58 AM	Run	Long	4.01	Mile	0:47:32.34	130.0	lb								Sunny,Humid	74	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-08-16	8:45 AM	Run	Easy	3.73	Mile	0:48:14.13	130.0	lb		172	186					Sunny,Humid	77	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-09-16	7:20 AM	Run	Long	3.00	Mile	0:34:45.40	130.0	lb								Overcast,Humid	72	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-09-18	7:33 AM	Run	Long	2.72	Mile	0:34:00.73	130.0	lb		179	198					Overcast,Humid	73	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-09-20	8:35 AM	Run	Easy	3.96	Mile	0:43:13.65	130.0	lb								Humid	73	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-09-21	8:36 AM	Run	Easy	5.11	Mile	1:25:31.14	130.0	lb								Humid	72	F		Chipinque			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2014-10-05	9:08 AM	Run	Race	26.20	Mile	5:37:05.11	130.0	lb								PartlyCloudy	54	F	Official Race Time:5:53:22<br>Sucky, mc suck suck.<br><br>Wanted to run a half, but the event organizers lied about a shuttle at the hlafway point.  no free beers.  over all suck.	Portland Marathon			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-10-28	7:09 AM	Run	Easy	3.04	Mile	0:33:55.07	130.0	lb								Sunny	63	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-10-29	7:10 AM	Run	Easy	3.03	Mile	0:32:44.99	130.0	lb								PartlyCloudy	63	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-10-30	6:38 AM	Run	Easy	3.07	Mile	0:33:02.87	130.0	lb								PartlyCloudy	61	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-10-31	6:33 AM	Run	Easy	3.01	Mile	0:31:07.55	130.0	lb								PartlyCloudy	60	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-11-04	7:38 AM	Run	Easy	3.00	Mile	0:33:41.51	130.0	lb								Overcast	65	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-11-05	6:58 AM	Run	Easy	3.00	Mile	0:30:48.39	130.0	lb								Overcast,Rain	64	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-11-06	6:30 PM	Elliptical	Default	3.00	Mile	0:30:00														Sports World Gym																
2015-01-04	10:53 AM	Run	Easy	3.10	Mile	0:45:54.59	130.0	lb									59	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-07	7:10 AM	Run	Easy	3.03	Mile	0:34:56.04	130.0	lb									51	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-17	10:07 AM	Run	Easy	3.96	Mile	0:51:04.78	130.0	lb								PartlyCloudy	58	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-18	10:58 AM	Run	Easy	5.04	Mile	1:02:57.82	130.0	lb								Overcast,Rain	59	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-19	7:14 AM	Run	Easy	3.84	Mile	0:34:00.88	130.0	lb								Overcast,Rain	55	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-21	7:11 AM	Run	Easy	3.05	Mile	0:32:51.01	130.0	lb								Rain,PartlyCloudy	57	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-22	4:05 PM	Run	Easy	3.06	Mile	0:33:21.52	130.0	lb								Overcast,Rain	55	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-23	7:14 AM	Run	Easy	3.36	Mile	0:35:23.15	130.0	lb								Overcast	43	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-24	3:49 PM	Run	Easy	2.58	Mile	0:52:39.57	130.0	lb								PartlyCloudy	58	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-25	11:16 AM	Run	Easy	8.26	Mile	1:25:58.06	130.0	lb		176	193					PartlyCloudy	63	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-27	6:38 AM	Run	Easy	2.60	Mile	0:34:27.92	130.0	lb								PartlyCloudy	55	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-28	7:10 AM	Run	Easy	3.00	Mile	0:34:18.12	130.0	lb								PartlyCloudy	53	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2015-01-30	6:57 AM	Run	Easy	3.02	Mile	0:35:46.88	130.0	lb								Overcast,Rain	55	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2017-06-15	7:22 PM	Run	Default	2.75	Mile	0:40:13.50	130.0	lb		147	170					Humid,PartlyCloudy	88	F																		
2017-06-16	12:41 PM	Run	Default	3.02	Mile	0:32:53.85	130.0	lb								PartlyCloudy	60	F																		
2017-06-18	10:16 AM	Run	Default	3.00	Mile	0:35:59.11	130.0	lb								Overcast,Rain	57	F																		
2017-06-20	6:59 PM	Run	Default	2.93	Mile	0:42:46.89	130.0	lb								Overcast,Humid	88	F																		
2017-06-24	4:37 PM	Run	Default	3.13	Mile	0:37:58.39	130.0	lb								Overcast,Humid	86	F																		
2019-01-19	9:02 AM	Run	Race	5.00	Kilometer	0:31:29	130.0	lb		188	200			3	8	Windy	40	F		We Are Houston 5K									1536	6017	30	34	112	323	674	2636
2019-03-28	6:51 PM	Run	Default	3.02	Mile	0:35:37.84	130.0	lb																												
2019-04-02	6:06 PM	Run	Default	2.90	Mile	0:34:13.30	130.0	lb																												
2019-04-15	3:04 AM	Run	Default	0.00	Mile	0:0:00.83	130.0	lb																												
2020-04-28	7:12 AM	Run	Default	3.06	Mile	0:40:24.75	130.0	lb		165	199																									
2020-04-30	8:10 AM	Run	Default	3.01	Mile	0:35:29.08	130.0	lb		189	207																									
2020-06-01	6:46 AM	Run	Default	3.00	Mile	0:39:47.65	130.0	lb		168	192																									
2020-06-08	6:59 AM	Run	Default	3.03	Mile	0:40:26.47	130.0	lb		167	189																									
2020-06-11	6:44 AM	Run	Default	3.00	Mile	0:35:21.07	130.0	lb		175	200																									
2020-06-16	7:15 AM	Run	Default	2.24	Mile	0:29:10.65	130.0	lb		155	190																									
2020-06-18	6:54 AM	Run	Default	3.04	Mile	0:36:23.34	130.0	lb		170	197																									
2020-06-23	6:57 AM	Run	Default	2.07	Mile	0:28:29.36	130.0	lb																												
2020-06-28	12:43 PM	Run	Default	6.53	Mile	0:12:03.12	130.0	lb																												
2020-07-01	7:14 AM	Run	Default	3.00	Mile	0:33:58.47	130.0	lb		177	197																									
2020-07-03	8:36 AM	Run	Default	3.01	Mile	0:33:03.64	130.0	lb																												
2020-07-04	7:30 AM	Run	Default	4.00	Mile	0:49:15.53	130.0	lb		167	183																									
2020-07-06	7:19 AM	Run	Default	3.01	Mile	0:36:30.41	130.0	lb		167	183																									
2020-07-07	7:24 AM	Run	Default	3.38	Mile	0:40:35.10	130.0	lb		168	191																									
2020-07-08	7:17 AM	Run	Default	3.01	Mile	0:34:51.48	130.0	lb		165	189																									
2020-07-10	6:38 AM	Run	Default	3.01	Mile	0:34:47.80	130.0	lb		165	187																									
2020-07-13	7:16 AM	Run	Default	2.28	Mile	0:21:49.49	130.0	lb		176	193																									
2020-07-15	7:25 AM	Run	Default	3.00	Mile	0:32:40.56	130.0	lb		168	184																									
2020-07-16	7:35 PM	Run	Default	1.05	Mile	0:11:35.05	130.0	lb		166	189																									
2020-07-20	7:13 AM	Run	Default	3.01	Mile	0:32:16.42	130.0	lb		170	192																									
2020-07-23	7:16 AM	Run	Default	3.01	Mile	0:30:35.40	130.0	lb		176	194																									
2020-07-28	7:33 AM	Run	Default	3.05	Mile	0:32:27.71	130.0	lb		169	189																									
2020-08-05	7:21 AM	Run	Default	3.02	Mile	0:31:17.12	130.0	lb		171	189																									
2020-08-07	7:49 AM	Run	Default	2.28	Mile	0:28:13.33	130.0	lb		161	182																									
2020-08-10	11:31 AM	Run	Default	1.12	Mile	0:19:20.67	130.0	lb																												
2020-08-13	7:43 AM	Run	Default	1.02	Mile	0:16:33.05	130.0	lb																												
2020-08-13	8:02 AM	Run	Default	0.51	Mile	0:8:22.92	130.0	lb																												
2020-08-18	7:32 AM	Run	Default	2.25	Mile	0:21:49.30				174	188					Rain,Humid,PartlyCloudy	78	F																		
2020-08-19	7:13 AM	Run	Default	2.21	Mile	0:21:11.79				173	193					Humid,PartlyCloudy	76	F																		
2020-08-20	6:57 AM	Run	Default	2.04	Mile	0:18:46.32				176	196					Humid,PartlyCloudy	74	F																		
2020-08-21	7:43 AM	Run	Default	2.07	Mile	0:20:00.13				173	194					Humid,PartlyCloudy	77	F																		
2020-08-22	7:23 AM	Run	Default	3.01	Mile	0:29:06.49				177	193					Humid,PartlyCloudy	76	F																		
2020-08-23	7:22 AM	Run	Default	3.03	Mile	0:28:24.92				182	195					Rain,Humid,PartlyCloudy	77	F																		
2020-08-24	7:25 AM	Run	Default	2.22	Mile	0:23:21.09				165	182					Humid,PartlyCloudy	77	F																		
2020-08-25	7:16 AM	Run	Default	2.25	Mile	0:21:43.50				172	184					Humid,PartlyCloudy	77	F																		
2020-08-26	7:48 AM	Run	Default	2.12	Mile	0:24:31.15				155	171					Overcast,Humid	79	F																		
2020-08-27	7:13 AM	Run	Default	2.03	Mile	0:18:35.03				172	191					Humid,PartlyCloudy	78	F																		
2020-08-28	7:19 AM	Run	Default	2.03	Mile	0:20:01.18				168	185					Humid,PartlyCloudy	82	F																		
2020-08-29	7:32 AM	Run	Default	3.11	Mile	0:29:00.91				179	194					Humid,PartlyCloudy	80	F																		
2020-08-30	7:54 AM	Run	Default	3.03	Mile	0:30:02.25				166	186					Humid,PartlyCloudy	81	F																		
2020-08-31	7:38 AM	Run	Default	2.24	Mile	0:22:26.72				167	186					Humid,PartlyCloudy	83	F																		
2020-09-01	7:27 AM	Run	Default	2.20	Mile	0:21:42.63				171	187					Humid,PartlyCloudy	82	F																		
2020-09-05	6:24 PM	Run	Default	3.07	Mile	0:52:27.11										Humid,PartlyCloudy	92	F																		
2020-09-08	6:22 PM	Run	Default	3.14	Mile	0:29:12.93				183	199					Humid,PartlyCloudy	84	F																		
2020-09-11	7:49 AM	Run	Default	3.04	Mile	0:30:00.41				174	187					Humid,PartlyCloudy	73	F																		
2020-09-15	6:27 PM	Run	Default	3.21	Mile	0:34:31				163	183					Rain,Humid,PartlyCloudy	91	F																		
2020-09-16	8:00 AM	Run	Default	2.21	Mile	0:21:26.80				169	186					Humid,PartlyCloudy	78	F																		
2020-09-18	8:06 AM	Run	Default	2.18	Mile	0:20:30.72				174	190					Overcast,Humid	75	F																		
2020-09-24	5:17 PM	Run	Default	3.05	Mile	0:29:00.67				176	190					Overcast,Humid	75	F																		
2020-09-26	8:04 AM	Run	Default	3.05	Mile	0:27:37.32				178	194					Humid,PartlyCloudy	69	F																		
2020-09-27	9:56 AM	Run	Default	3.21	Mile	0:32:00.46				177	192					Humid,PartlyCloudy	82	F																		
2020-09-29	8:02 AM	Run	Default	2.16	Mile	0:20:01.01				174	192					PartlyCloudy	59	F																		
2020-10-02	7:25 AM	Run	Default	2.22	Mile	0:20:15.52				177	188					PartlyCloudy	61	F																		
2020-10-05	8:11 AM	Run	Default	2.18	Mile	0:20:30.77				170	184					PartlyCloudy	67	F																		
2020-10-08	8:24 AM	Run	Default	4.01	Mile	0:37:36.29				177	195					Humid,PartlyCloudy	75	F																		
2020-10-10	8:22 AM	Run	Default	3.04	Mile	0:28:01.18				175	191					Humid,PartlyCloudy	68	F																		
2020-10-13	6:25 PM	Run	Default	3.04	Mile	0:28:01.13				183	197					Humid,PartlyCloudy	84	F																		
2020-10-16	5:27 PM	Run	Default	3.06	Mile	0:27:53.80				180	192					Overcast	63	F																		
2020-10-17	5:56 PM	Run	Default	3.01	Mile	0:26:24.94				176	193					Overcast,Humid	77	F																		
2020-10-20	6:03 PM	Run	Default	3.14	Mile	0:29:01.39										Overcast,Humid	81	F																		
2020-10-22	8:06 AM	Run	Default	2.30	Mile	0:22:00.55				174	191					Overcast,Humid	74	F																		
2020-10-25	5:14 PM	Run	Default	4.04	Mile	0:38:01.77				181	194					Overcast,Humid	76	F																		
2020-10-27	5:35 PM	Run	Default	3.06	Mile	0:35:52.35										Overcast,Rain	68	F																		
2020-10-29	5:37 PM	Run	Default	2.30	Mile	0:21:30.66										PartlyCloudy	60	F																		
2020-11-06	10:39 AM	Run	Default	3.56	Mile	0:32:29.30										PartlyCloudy	70	F																		
2020-11-13	9:27 AM	Run	Default	6.12	Mile	1:01:10.30										Overcast,Humid	73	F																		
2020-11-17	8:06 AM	Run	Default	3.00	Mile	0:27:12.40										Sunny	51	F																		
2020-11-18	4:10 PM	Run	Default	2.20	Mile	0:20:00.53				172	191					Sunny	73	F																		
2020-11-19	7:07 AM	Run	Default	3.05	Mile	0:27:00.49										PartlyCloudy	60	F																		
2020-11-20	7:41 AM	Run	Default	2.16	Mile	0:20:12.13										Overcast,Humid	67	F																		
2020-11-22	8:46 AM	Run	Default	4.17	Mile	0:37:33.09										Overcast	51	F																		
2020-11-24	9:15 AM	Run	Default	4.13	Mile	0:37:00.71										PartlyCloudy	44	F																		
2020-11-26	8:32 AM	Run	Default	6.45	Mile	1:00:00.10										Overcast	59	F																		
2020-12-04	7:17 AM	Run	Default	3.06	Mile	0:28:00.70										Overcast,Rain	43	F																		
2020-12-11	10:05 AM	Run	Default	4.17	Mile	0:37:31.18										PartlyCloudy	49	F																		
2020-12-23	11:38 AM	Run	Default	4.01	Mile	0:37:00.15										Overcast	46	F																		
2021-01-01	11:00 AM	Run	Default	3.06	Mile	0:27:32.14										PartlyCloudy	46	F																		
2021-01-04	7:55 AM	Run	Default	2.13	Mile	0:20:00.15										PartlyCloudy	50	F																		
2021-01-05	5:04 PM	Run	Default	3.13	Mile	0:28:05.13										PartlyCloudy	65	F																		
2021-01-09	8:51 AM	Run	Default	2.16	Mile	0:19:30.10										PartlyCloudy	39	F																		
2021-01-12	5:20 PM	Run	Default	3.22	Mile	0:30:00.21										Overcast	50	F																		
2021-01-13	4:54 PM	Run	Default	3.10	Mile	0:28:00.52										Sunny	57	F																		
2021-01-23	8:24 AM	Run	Default	3.02	Mile	0:27:30.63										Overcast	59	F																		
2021-01-24	11:38 AM	Run	Default	3.20	Mile	0:28:30.53										Overcast,Humid	72	F																		
2021-01-26	6:10 PM	Run	Default	3.00	Mile	0:33:27.39										Overcast	70	F																		
2021-01-31	10:29 AM	Run	Default	2.13	Mile	0:22:22.27										Overcast	46	F																		
2021-02-06	7:52 AM	Run	Default	5.02	Mile	0:45:00.64										Overcast	50	F																		
2021-02-06	8:39 AM	Run	Default	0.24	Mile	0:2:44.78										Overcast	51	F																		
2021-02-09	5:23 PM	Run	Default	3.11	Mile	0:29:17.15										Overcast	69	F																		
2021-02-23	5:50 PM	Run	Default	3.15	Mile	0:30:55.93										Sunny,Rain	71	F																		
